_id,販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
35534,2022,その他いか,和歌山,134,"131,997",985
35535,2022,その他いか,鳥取,"14,633","9,905,760",677
35536,2022,その他いか,島根,"1,776","3,108,136","1,750"
35537,2022,その他いか,長崎,5,"8,748","1,750"
35538,2022,たこ,北海道,"46,364","125,186,790","2,700"
35539,2022,たこ,青森,91,"139,946","1,538"
35540,2022,たこ,岩手,"10,152","15,891,400","1,565"
35541,2022,たこ,宮城,"5,292","8,872,745","1,677"
35542,2022,たこ,東京,"1,378","2,609,582","1,894"
35543,2022,たこ,新潟,"1,196","1,706,998","1,427"
35544,2022,たこ,富山,438,"432,758",988
35545,2022,たこ,石川,"81,110","77,295,248",953
35546,2022,たこ,福井,549,"365,785",666
35547,2022,たこ,三重,"7,760","18,932,022","2,440"
35548,2022,たこ,兵庫,"36,886","90,794,764","2,461"
35549,2022,たこ,鳥取,"6,341","5,461,835",861
35550,2022,たこ,島根,"10,613","8,050,877",759
35551,2022,たこ,広島,330,"979,516","2,968"
35552,2022,たこ,山口,440,"277,409",630
35553,2022,たこ,長崎,140,"616,021","4,400"
35554,2022,あまえび,北海道,"14,814","56,724,127","3,829"
35555,2022,あまえび,山形,"8,910","19,820,141","2,224"
35556,2022,あまえび,東京,624,"997,920","1,599"
35557,2022,あまえび,新潟,"1,222","3,401,244","2,783"
35558,2022,あまえび,富山,"33,601","54,706,994","1,628"
35559,2022,あまえび,石川,"253,858","396,824,319","1,563"
35560,2022,あまえび,福井,"198,238","314,810,399","1,588"
35561,2022,あまえび,兵庫,"4,486","11,528,546","2,570"
35562,2022,あまえび,鳥取,"7,106","13,473,130","1,896"
35563,2022,あまえび,長崎,4,"4,104","1,026"
35564,2022,その他えび,北海道,"1,957","9,497,970","4,853"
35565,2022,その他えび,千葉,860,"5,203,460","6,051"
35566,2022,その他えび,東京,"2,155","5,908,554","2,742"
35567,2022,その他えび,富山,"14,436","95,321,398","6,603"
35568,2022,その他えび,石川,"59,579","85,960,052","1,443"
35569,2022,その他えび,福井,"9,385","15,144,208","1,614"
35570,2022,その他えび,静岡,160,"924,021","5,775"
35571,2022,その他えび,愛知,"1,519","3,197,263","2,105"
35572,2022,その他えび,京都,424,"695,520","1,640"
35573,2022,その他えび,大阪,380,"649,890","1,710"
35574,2022,その他えび,兵庫,869,"4,003,461","4,607"
35575,2022,その他えび,鳥取,"7,954","20,974,247","2,637"
35576,2022,その他えび,山口,901,"1,812,267","2,011"
35577,2022,その他えび,高知,193,"1,430,913","7,414"
35578,2022,その他えび,福岡,33,"266,157","8,065"
35579,2022,その他えび,熊本,"2,040","16,204,968","7,944"
35580,2022,その他えび,大分,"1,213","10,117,440","8,341"
35581,2022,その他えび,鹿児島,"1,488","11,060,064","7,433"
35582,2022,その他えび,沖縄,"2,529","16,640,100","6,580"
35583,2022,ずわいがに,北海道,"70,924","238,012,668","3,356"
35584,2022,ずわいがに,山形,"6,841","49,374,063","7,217"
35585,2022,ずわいがに,新潟,"4,466","20,724,670","4,641"
35586,2022,ずわいがに,富山,356,"2,625,372","7,375"
35587,2022,ずわいがに,石川,"54,186","449,175,844","8,290"
35588,2022,ずわいがに,福井,243,"844,398","3,475"
35589,2022,ずわいがに,兵庫,"8,972","77,903,532","8,683"
35590,2022,ずわいがに,鳥取,"32,626","320,971,140","9,838"
35591,2022,ずわいがに,島根,"3,730","39,143,952","10,494"
35592,2022,こうばこがに,北海道,"3,302","6,267,827","1,898"
35593,2022,こうばこがに,秋田,941,"3,164,000","3,362"
35594,2022,こうばこがに,山形,"17,718","48,854,841","2,757"
35595,2022,こうばこがに,福島,672,"1,482,570","2,206"
35596,2022,こうばこがに,新潟,"25,032","68,147,204","2,722"
35597,2022,こうばこがに,富山,"1,580","4,768,243","3,018"
35598,2022,こうばこがに,石川,"70,970","274,646,626","3,870"
35599,2022,こうばこがに,福井,"1,565","6,694,054","4,277"
35600,2022,こうばこがに,兵庫,"33,946","186,431,198","5,492"
35601,2022,こうばこがに,鳥取,"58,914","350,331,286","5,946"
35602,2022,こうばこがに,島根,509,"885,546","1,740"
35603,2022,こうばこがに,広島,64,"199,530","3,118"
35604,2022,べにずわいがに,富山,"13,421","11,072,518",825
35605,2022,べにずわいがに,石川,"430,747","194,237,451",451
35606,2022,べにずわいがに,福井,78,"104,436","1,339"
35607,2022,べにずわいがに,鳥取,"2,599","2,669,185","1,027"
35608,2022,その他かに,北海道,"12,414","62,163,336","5,008"
35609,2022,その他かに,青森,202,"267,856","1,326"
35610,2022,その他かに,岩手,129,"590,220","4,575"
35611,2022,その他かに,宮城,"1,670","5,695,046","3,410"
35612,2022,その他かに,新潟,"5,667","24,204,452","4,271"
35613,2022,その他かに,富山,"16,112","55,935,541","3,472"
35614,2022,その他かに,石川,"19,800","67,167,590","3,392"
35615,2022,その他かに,福井,123,"134,460","1,093"
35616,2022,その他かに,愛知,26,"122,861","4,725"
35617,2022,その他かに,兵庫,"38,445","194,928,241","5,070"
35618,2022,その他かに,鳥取,"88,341","460,441,878","5,212"
35619,2022,その他かに,島根,359,"993,654","2,768"
35620,2022,その他かに,福岡,7,"45,814","6,545"
35621,2022,あわび,北海道,246,"2,356,096","9,578"
35622,2022,あわび,宮城,916,"11,419,776","12,467"
35623,2022,あわび,千葉,"3,156","19,411,332","6,151"
35624,2022,あわび,東京,"4,291","18,216,150","4,245"
35625,2022,あわび,石川,"1,944","27,304,910","14,046"
35626,2022,あわび,福井,"1,352","19,066,494","14,102"
35627,2022,あわび,静岡,"6,787","33,739,578","4,971"
35628,2022,あわび,大阪,566,"6,678,581","11,800"
35629,2022,あわび,兵庫,280,"2,275,803","8,128"
35630,2022,あわび,鳥取,219,"2,649,117","12,096"
35631,2022,あわび,島根,202,"2,525,018","12,500"
35632,2022,あわび,山口,"15,685","86,296,912","5,502"
35633,2022,あわび,長崎,132,"2,260,322","17,124"
35634,2022,ほたて,北海道,"77,407","131,703,276","1,701"
35635,2022,ほたて,青森,"6,124","12,943,999","2,114"
35636,2022,ほたて,岩手,951,"3,401,676","3,577"
35637,2022,ほたて,宮城,"32,160","35,233,326","1,096"
35638,2022,ほたて,東京,"5,757","17,250,419","2,996"
35639,2022,ほたて,石川,136,"249,048","1,831"
35640,2022,ほたて,福井,"4,161","12,718,269","3,057"
35641,2022,ほたて,兵庫,15,"17,820","1,188"
35642,2022,かき,北海道,"14,065","31,588,488","2,246"
35643,2022,かき,岩手,"5,297","4,507,164",851
35644,2022,かき,宮城,"16,234","16,546,700","1,019"
35645,2022,かき,東京,46,"73,440","1,597"
35646,2022,かき,富山,"2,114","1,962,424",928
35647,2022,かき,石川,"140,551","194,999,621","1,387"
35648,2022,かき,三重,"1,836","2,077,498","1,132"
35649,2022,かき,京都,410,"508,205","1,240"
35650,2022,かき,大阪,3,"4,860","1,620"
35651,2022,かき,兵庫,"18,287","29,983,725","1,640"
35652,2022,かき,岡山,"7,221","12,230,190","1,694"
35653,2022,かき,広島,"30,865","50,975,135","1,652"
35654,2022,かき,山口,40,"119,988","3,000"
35655,2022,かき,徳島,"15,460","17,469,594","1,130"
35656,2022,はまぐり,茨城,"23,500","36,166,133","1,539"
35657,2022,はまぐり,千葉,"40,597","58,762,831","1,447"
35658,2022,はまぐり,石川,180,"295,650","1,643"
35659,2022,はまぐり,静岡,89,"119,232","1,340"
35660,2022,はまぐり,三重,"49,217","57,924,331","1,177"
35661,2022,はまぐり,福岡,6,"3,888",648
35662,2022,はまぐり,熊本,"1,020","1,262,628","1,238"
35663,2022,あさり,北海道,"6,979","7,552,278","1,082"
35664,2022,あさり,宮城,"2,596","1,637,042",631
35665,2022,あさり,茨城,"2,548","1,915,434",752
35666,2022,あさり,千葉,"4,860","3,525,439",725
35667,2022,あさり,東京,357,"344,520",965
35668,2022,あさり,石川,71,"64,233",905
35669,2022,あさり,静岡,195,"107,136",549
35670,2022,あさり,愛知,"42,445","34,611,305",815
35671,2022,あさり,三重,"61,389","49,608,601",808
35672,2022,あさり,兵庫,"4,110","3,111,804",757
35673,2022,あさり,福岡,5,"2,700",540
35674,2022,しじみ,北海道,"1,380","1,942,920","1,408"
35675,2022,しじみ,宮城,81,"97,177","1,200"
35676,2022,しじみ,茨城,20,"8,640",432
35677,2022,しじみ,千葉,"6,454","5,639,009",874
35678,2022,しじみ,東京,10,"5,400",540
35679,2022,しじみ,石川,"1,703","1,271,592",747
35680,2022,しじみ,三重,"4,823","4,889,927","1,014"
35681,2022,しじみ,京都,1,972,972
35682,2022,しじみ,鳥取,"29,514","29,343,870",994
35683,2022,しじみ,島根,"104,037","85,258,171",819
35684,2022,しじみ,長崎,4,"11,988","2,997"
35685,2022,ばいがい,千葉,58,"50,112",864
35686,2022,ばいがい,新潟,18,"35,100","1,950"
35687,2022,ばいがい,富山,14,"12,204",872
35688,2022,ばいがい,石川,"21,310","32,018,491","1,503"
35689,2022,ばいがい,福井,"30,155","24,995,574",829
35690,2022,ばいがい,京都,"2,333","2,172,312",931
35691,2022,ばいがい,兵庫,"24,158","28,610,658","1,184"
35692,2022,ばいがい,鳥取,"4,622","6,392,995","1,383"
35693,2022,ばいがい,島根,"241,529","335,872,299","1,391"
35694,2022,ばいがい,広島,8,"7,020",878
35695,2022,ばいがい,山口,"96,199","69,367,158",721
35696,2022,かいみぬき,宮城,12,"4,860",405
35697,2022,かいみぬき,東京,"1,791","6,878,088","3,840"
35698,2022,かいみぬき,石川,3,"7,452","2,484"
35699,2022,かいみぬき,静岡,"1,449","2,501,474","1,726"
35700,2022,かいみぬき,大阪,189,"305,694","1,617"
35701,2022,かいみぬき,山口,592,"1,742,796","2,944"
35702,2022,かいみぬき,長崎,182,"484,488","2,662"
35703,2022,かいみぬき,大分,55,"98,010","1,782"
35704,2022,その他かい,北海道,"18,268","18,534,129","1,015"
35705,2022,その他かい,青森,"5,410","3,665,569",678
35706,2022,その他かい,岩手,"1,782","1,387,163",778
35707,2022,その他かい,宮城,"2,776","1,536,181",553
35708,2022,その他かい,千葉,"14,522","13,728,398",945
35709,2022,その他かい,東京,"7,646","24,088,251","3,150"
35710,2022,その他かい,新潟,"3,001","4,081,860","1,360"
35711,2022,その他かい,富山,141,"105,397",747
35712,2022,その他かい,石川,"54,334","53,659,936",988
35713,2022,その他かい,福井,288,"353,160","1,226"
35714,2022,その他かい,静岡,"4,756","5,923,318","1,245"
35715,2022,その他かい,愛知,"6,096","9,088,513","1,491"
35716,2022,その他かい,三重,673,"2,541,780","3,777"
35717,2022,その他かい,京都,241,"1,225,260","5,084"
35718,2022,その他かい,大阪,17,"20,304","1,194"
35719,2022,その他かい,兵庫,"18,260","25,706,160","1,408"
35720,2022,その他かい,鳥取,"7,265","8,625,840","1,187"
35721,2022,その他かい,島根,"22,704","48,932,208","2,155"
35722,2022,その他かい,広島,"3,684","1,983,558",538
35723,2022,その他かい,山口,"44,407","57,882,362","1,303"
35724,2022,その他かい,香川,32,"111,003","3,469"
35725,2022,その他かい,愛媛,30,"29,700",990
35726,2022,その他かい,福岡,242,"224,640",928
35727,2022,その他かい,長崎,"13,354","23,346,749","1,748"
35728,2022,その他かい,鹿児島,148,"121,500",821
35729,2022,うに,北海道,"18,759","524,581,466","27,964"
35730,2022,うに,青森,427,"11,093,382","25,980"
35731,2022,うに,岩手,148,"2,448,953","16,547"
35732,2022,うに,宮城,"2,445","52,275,608","21,381"
35733,2022,うに,千葉,91,"1,862,136","20,463"
35734,2022,うに,東京,"2,815","57,256,148","20,340"
35735,2022,うに,富山,"2,204","69,611,384","31,584"
35736,2022,うに,石川,"2,090","12,612,817","6,035"
35737,2022,うに,三重,5,"80,730","16,146"
35738,2022,うに,京都,1,"10,800","10,800"
35739,2022,うに,山口,1,"15,120","15,120"
35740,2022,なまこ,石川,"24,706","50,402,250","2,040"
35741,2022,なまこ,兵庫,105,"3,144,960","29,952"
35742,2022,なまこ,広島,486,"2,382,948","4,903"
35743,2022,まこ,北海道,"133,968","79,999,842",597
35744,2022,まこ,青森,"2,658","1,133,163",426
35745,2022,まこ,岩手,"2,511","1,158,846",462
35746,2022,まこ,宮城,"34,061","16,145,556",474
35747,2022,まこ,石川,"1,030","517,267",502
35748,2022,しらこ,北海道,"131,589","179,330,069","1,363"
35749,2022,しらこ,青森,"2,720","4,564,998","1,678"
35750,2022,しらこ,岩手,"1,962","4,611,200","2,350"
35751,2022,しらこ,宮城,"18,292","33,476,037","1,830"
35752,2022,しらこ,千葉,"2,739","3,314,628","1,210"
35753,2022,しらこ,東京,"3,223","4,345,078","1,348"
35754,2022,しらこ,新潟,229,"282,366","1,233"
35755,2022,しらこ,富山,195,"387,612","1,988"
35756,2022,しらこ,石川,998,"1,583,788","1,587"
35757,2022,しらこ,兵庫,9,"7,776",864
35758,2022,このわた,石川,470,"7,329,366","15,594"
35759,2022,このわた,兵庫,55,"3,199,392","58,171"
35760,2022,もずく,青森,410,"527,256","1,286"
35761,2022,もずく,石川,"28,870","33,844,214","1,172"
35762,2022,もずく,福井,15,"18,900","1,260"
35763,2022,もずく,愛知,"4,433","3,226,660",728
35764,2022,もずく,広島,40,"27,416",685
35765,2022,もずく,熊本,190,"171,504",903
35766,2022,あゆ,富山,"1,170","5,446,494","4,655"
35767,2022,あゆ,石川,"2,167","3,894,707","1,797"
35768,2022,あゆ,岐阜,"27,057","41,082,108","1,518"
35769,2022,あゆ,静岡,10,"57,240","5,724"
35770,2022,あゆ,滋賀,"6,928","9,748,568","1,407"
35771,2022,あゆ,和歌山,"12,673","20,566,894","1,623"
35772,2022,あゆ,徳島,"3,666","4,344,961","1,185"
35773,2022,うなぎ,石川,626,"3,061,106","4,890"
35774,2022,うなぎ,静岡,"23,863","91,254,432","3,824"
35775,2022,うなぎ,愛知,"116,662","474,040,458","4,063"
35776,2022,うなぎ,兵庫,"36,546","143,369,422","3,923"
35777,2022,うなぎ,島根,31,"796,522","25,694"
35778,2022,どじょう,北海道,243,"665,010","2,737"
35779,2022,どじょう,青森,385,"1,054,188","2,738"
35780,2022,どじょう,秋田,582,"1,619,450","2,783"
35781,2022,どじょう,千葉,246,"648,810","2,637"
35782,2022,どじょう,石川,522,"3,499,940","6,705"
35783,2022,どじょう,愛知,"8,663","21,383,136","2,468"
35784,2022,わかさぎ,北海道,924,"899,640",974
35785,2022,わかさぎ,青森,154,"123,801",804
35786,2022,わかさぎ,秋田,114,"52,110",457
35787,2022,わかさぎ,石川,2,972,486
35788,2022,わかさぎ,滋賀,"3,554","4,883,060","1,374"
35789,2022,その他淡水魚,青森,"1,178","903,690",767
35790,2022,その他淡水魚,富山,349,"453,816","1,300"
35791,2022,その他淡水魚,石川,274,"1,003,882","3,664"
35792,2022,その他淡水魚,福井,45,"47,520","1,056"
35793,2022,その他淡水魚,岐阜,199,"470,502","2,364"
35794,2022,その他淡水魚,静岡,344,"1,414,165","4,111"
35795,2022,その他淡水魚,滋賀,741,"817,398","1,103"
35796,2022,その他淡水魚,岡山,15,"23,620","1,575"
35797,2022,その他淡水魚,福岡,5,"19,980","3,996"
35798,2022,その他淡水魚,宮崎,132,"439,020","3,326"
35799,2022,その他鮮魚,北海道,"14,427","66,273,657","4,594"
35800,2022,その他鮮魚,青森,"7,444","11,246,465","1,511"
35801,2022,その他鮮魚,岩手,"8,494","12,166,157","1,432"
35802,2022,その他鮮魚,宮城,"16,924","39,839,062","2,354"
35803,2022,その他鮮魚,秋田,4,"2,268",567
35804,2022,その他鮮魚,山形,"1,279","2,854,752","2,232"
35805,2022,その他鮮魚,福島,720,"3,328,183","4,622"
35806,2022,その他鮮魚,茨城,107,"50,312",470
35807,2022,その他鮮魚,千葉,"56,149","34,279,798",611
35808,2022,その他鮮魚,東京,"18,795","67,298,956","3,581"
35809,2022,その他鮮魚,新潟,"4,706","9,801,791","2,083"
35810,2022,その他鮮魚,富山,"20,256","25,739,015","1,271"
35811,2022,その他鮮魚,石川,"417,548","787,738,570","1,887"
35812,2022,その他鮮魚,福井,"7,270","28,354,707","3,900"
35813,2022,その他鮮魚,長野,41,"117,612","2,869"
35814,2022,その他鮮魚,岐阜,29,"66,852","2,305"
35815,2022,その他鮮魚,静岡,"2,290","5,453,437","2,381"
35816,2022,その他鮮魚,愛知,"2,281","5,584,678","2,448"
35817,2022,その他鮮魚,三重,"16,826","28,595,597","1,699"
35818,2022,その他鮮魚,京都,119,"126,220","1,061"
35819,2022,その他鮮魚,大阪,"5,472","11,908,285","2,176"
35820,2022,その他鮮魚,兵庫,"4,476","11,956,733","2,671"
35821,2022,その他鮮魚,和歌山,"5,392","12,098,866","2,244"
35822,2022,その他鮮魚,鳥取,"12,014","24,944,950","2,076"
35823,2022,その他鮮魚,島根,"8,964","11,144,906","1,243"
35824,2022,その他鮮魚,岡山,"1,736","4,002,016","2,305"
35825,2022,その他鮮魚,広島,205,"356,010","1,737"
35826,2022,その他鮮魚,山口,"122,584","410,478,933","3,349"
35827,2022,その他鮮魚,徳島,"2,199","8,878,044","4,037"
35828,2022,その他鮮魚,香川,"1,511","1,762,517","1,166"
35829,2022,その他鮮魚,愛媛,"26,626","60,131,816","2,258"
35830,2022,その他鮮魚,高知,"8,382","19,264,693","2,298"
35831,2022,その他鮮魚,福岡,"70,375","362,036,231","5,144"
35832,2022,その他鮮魚,佐賀,"7,723","18,824,380","2,437"
35833,2022,その他鮮魚,長崎,"66,658","297,786,726","4,467"
35834,2022,その他鮮魚,熊本,845,"1,304,464","1,544"
35835,2022,その他鮮魚,大分,980,"2,535,758","2,588"
35836,2022,その他鮮魚,宮崎,562,"1,729,397","3,077"
35837,2022,その他鮮魚,鹿児島,"4,429","5,671,489","1,281"
35838,2022,その他鮮魚,沖縄,519,"2,191,676","4,223"
35839,2022,まぐろ,神奈川,202,"568,026","2,812"
35840,2022,まぐろ,富山,"2,626","9,659,237","3,678"
35841,2022,まぐろ,山梨,"2,730","4,714,200","1,727"
35842,2022,まぐろ,兵庫,224,"449,280","2,006"
35843,2022,めじ,福島,406,"968,111","2,385"
35844,2022,めじ,東京,418,"970,920","2,323"
35845,2022,めじ,静岡,"1,673","4,155,678","2,484"
35846,2022,めじ,愛知,4,"4,320","1,080"
35847,2022,めじ,兵庫,"4,000","3,628,800",907
35848,2022,めじ,高知,22,"24,883","1,131"
35849,2022,まかじき,富山,9,"3,985",443
35850,2022,まかじき,福井,66,"134,336","2,035"
35851,2022,黒皮かじき,石川,"2,866","2,191,779",765
35852,2022,白皮かじき,兵庫,80,"139,882","1,749"
35853,2022,白皮かじき,徳島,49,"47,628",972
35854,2022,白皮かじき,長崎,136,"170,149","1,251"
35855,2022,白皮かじき,沖縄,"1,664","1,109,796",667
35856,2022,かつお,愛知,58,"60,891","1,050"
35857,2022,かつお,大阪,276,"1,025,210","3,715"
35858,2022,かつお,鳥取,50,"4,320",86
35859,2022,かつお,福岡,"2,022","4,159,448","2,057"
35860,2022,かつお,長崎,575,"1,242,223","2,160"
35861,2022,さけ,埼玉,"28,008","60,951,837","2,176"
35862,2022,さけ,山梨,"4,909","10,220,075","2,082"
35863,2022,さけ,山口,500,"979,776","1,960"
35864,2022,さけ,福岡,167,"283,866","1,700"
35865,2022,まいわし,福島,506,"164,592",325
35866,2022,まいわし,大阪,"1,225","382,320",312
35867,2022,まいわし,徳島,38,"6,156",162
35868,2022,うるめいわし,富山,280,"37,800",135
35869,2022,まあじ,徳島,148,"130,572",882
35870,2022,その他あじ,東京,167,"425,973","2,551"
35871,2022,その他あじ,愛媛,"3,734","7,539,873","2,019"
35872,2022,その他あじ,福岡,10,"36,461","3,646"
35873,2022,その他あじ,熊本,6,"9,720","1,620"
35874,2022,その他あじ,宮崎,"1,365","851,440",624
35875,2022,さば,北海道,70,"20,520",293
35876,2022,さば,山形,62,"27,648",446
35877,2022,さば,福島,40,"7,560",189
35878,2022,さば,埼玉,200,"228,960","1,145"
35879,2022,さば,大阪,333,"522,180","1,568"
35880,2022,さば,香川,33,"6,350",192
35881,2022,ひらめ,愛知,99,"236,336","2,387"
35882,2022,ひらめ,岡山,2,"2,074","1,037"
35883,2022,ひらめ,福岡,629,"1,045,767","1,663"
35884,2022,ひらめ,宮崎,92,"151,125","1,643"
35885,2022,かれい,京都,90,"43,200",480
35886,2022,かれい,山口,373,"486,421","1,304"
35887,2022,かれい,福岡,380,"270,324",711
35888,2022,まだら,福島,537,"123,552",230
35889,2022,まだら,静岡,"1,678","3,877,497","2,311"
35890,2022,まだら,兵庫,"2,409","864,162",359
35891,2022,すけそうだら,福島,185,"33,804",183
35892,2022,はたはた,秋田,"2,102","2,156,544","1,026"
35893,2022,にぎす,北海道,45,"12,852",286
35894,2022,たちうお,東京,400,"539,720","1,349"
35895,2022,たちうお,神奈川,1,"1,188","1,188"
35896,2022,たちうお,三重,37,"62,884","1,700"
35897,2022,たちうお,高知,466,"620,805","1,332"
35898,2022,ほうぼう,東京,47,"24,591",523
35899,2022,ほうぼう,三重,2,216,108
35900,2022,ほうぼう,徳島,220,"262,458","1,193"
35901,2022,ほうぼう,福岡,122,"79,736",654
35902,2022,かながしら,鳥取,41,"12,420",303
35903,2022,たい,北海道,120,"19,764",165
35904,2022,たい,茨城,43,"53,385","1,242"
35905,2022,たい,佐賀,"3,162","3,303,333","1,045"
35906,2022,養殖たい,東京,1,302,302
35907,2022,めだい,青森,150,"124,729",832
35908,2022,めだい,東京,12,"12,582","1,049"
35909,2022,めだい,三重,74,"134,514","1,818"
35910,2022,めだい,徳島,947,"556,863",588
35911,2022,めだい,福岡,"2,017","3,898,019","1,933"
35912,2022,めだい,宮崎,123,"219,335","1,783"
35913,2022,ぶり,秋田,353,"536,804","1,521"
35914,2022,ぶり,茨城,315,"201,231",639
35915,2022,ぶり,大阪,376,"283,878",755
35916,2022,ぶり,福岡,"12,114","7,489,260",618
35917,2022,わらさ,茨城,"1,104","572,210",518
35918,2022,わらさ,山口,268,"86,670",323
35919,2022,はまち,愛媛,200,"108,000",540
35920,2022,はまち,福岡,"1,425","682,992",479
35921,2022,養殖はまち,石川,59,"137,968","2,338"
35922,2022,養殖はまち,三重,459,"1,080,433","2,354"
35923,2022,つばす,静岡,26,"16,733",644
35924,2022,ひらまさ,秋田,22,"16,232",738
35925,2022,ひらまさ,鳥取,6,680,113
35926,2022,ひらまさ,山口,241,"138,855",576
35927,2022,ひらまさ,愛媛,"1,227","2,382,907","1,942"
35928,2022,かんぱち,福島,1,70,70
35929,2022,かんぱち,東京,"1,232","891,217",723
35930,2022,かんぱち,山口,30,"42,260","1,409"
35931,2022,かんぱち,佐賀,209,"276,382","1,322"
35932,2022,さわら,島根,32,"44,507","1,391"
35933,2022,さわら,徳島,23,"59,292","2,578"
35934,2022,さわら,香川,59,"36,893",625
35935,2022,さわら,佐賀,388,"742,013","1,912"
35936,2022,さわら,鹿児島,134,"154,915","1,156"
35937,2022,しいら,北海道,76,"24,656",324
35938,2022,しいら,富山,12,"5,978",498
35939,2022,とびうお,富山,263,"56,916",216
35940,2022,とびうお,三重,138,"41,472",301
35941,2022,とびうお,鳥取,244,"39,312",161
35942,2022,ぼら,東京,13,"2,830",218
35943,2022,ぼら,富山,27,"3,780",140
35944,2022,ぼら,福岡,54,"419,774","7,774"
35945,2022,すずき,岡山,1,302,302
35946,2022,すずき,徳島,114,"191,538","1,680"
35947,2022,すずき,香川,35,"15,746",450
35948,2022,すずき,福岡,229,"357,918","1,563"
35949,2022,すずき,佐賀,45,"49,259","1,095"
35950,2022,あら,東京,49,"140,454","2,866"
35951,2022,あら,三重,134,"448,774","3,349"
35952,2022,あら,徳島,185,"652,190","3,525"
35953,2022,あんこう,青森,231,"86,578",375
35954,2022,あんこう,山形,45,"41,829",930
35955,2022,あんこう,埼玉,122,"110,592",906
35956,2022,あんこう,大阪,"1,081","2,833,380","2,621"
35957,2022,あんこう,兵庫,24,"58,320","2,430"
35958,2022,あんこう,和歌山,17,"1,857",109
35959,2022,あんこう,愛媛,30,"33,264","1,109"
35960,2022,あんこう,高知,7,"1,555",222
35961,2022,あなご,茨城,430,"196,560",457
35962,2022,あなご,山口,52,"38,179",734
35963,2022,かます,茨城,300,"229,176",764
35964,2022,かます,山口,135,"111,607",827
35965,2022,かます,福岡,"3,571","3,455,859",968
35966,2022,かます,佐賀,290,"365,667","1,261"
35967,2022,かます,長崎,180,"139,320",774
35968,2022,かます,大分,810,"670,896",828
35969,2022,きす,福島,2,918,459
35970,2022,きす,東京,5,"2,862",572
35971,2022,きす,兵庫,7,"22,896","3,271"
35972,2022,きす,岡山,18,"51,192","2,844"
35973,2022,きす,福岡,6,"31,752","5,292"
35974,2022,さより,徳島,12,"19,008","1,584"
35975,2022,さより,高知,173,"60,205",348
35976,2022,しらうお,富山,2,"10,800","5,400"
35977,2022,ふぐ,北海道,46,"7,371",160
35978,2022,ふぐ,青森,120,"68,256",569
35979,2022,ふぐ,兵庫,1,"1,728","1,728"
35980,2022,ふぐ,高知,200,"10,800",54
35981,2022,かわはぎ,山形,47,"16,092",342
35982,2022,かわはぎ,東京,11,"3,477",316
35983,2022,かわはぎ,神奈川,10,"15,552","1,555"
35984,2022,かわはぎ,島根,28,"20,142",719
35985,2022,かわはぎ,山口,156,"108,021",692
35986,2022,あからばちめ,岩手,131,"457,553","3,493"
35987,2022,あからばちめ,宮城,"1,827","3,147,390","1,723"
35988,2022,やなぎばちめ,山形,72,"123,109","1,710"
35989,2022,やなぎばちめ,三重,65,"193,622","2,979"
35990,2022,やなぎばちめ,兵庫,30,"25,920",864
35991,2022,やなぎばちめ,和歌山,2,864,432
35992,2022,やなぎばちめ,鳥取,"3,408","6,760,178","1,984"
35993,2022,やなぎばちめ,島根,175,"335,134","1,915"
35994,2022,やなぎばちめ,岡山,1,389,389
35995,2022,やなぎばちめ,山口,340,"554,994","1,632"
35996,2022,やなぎばちめ,福岡,"3,216","7,128,284","2,217"
35997,2022,やなぎばちめ,佐賀,58,"154,191","2,658"
35998,2022,やなぎばちめ,宮崎,226,"543,368","2,404"
35999,2022,するめいか,千葉,91,"16,200",178
36000,2022,するめいか,大阪,25,"10,800",432
36001,2022,するめいか,兵庫,400,"374,760",937
36002,2022,するめいか,和歌山,12,"7,344",612
36003,2022,するめいか,福岡,830,"833,793","1,005"
36004,2022,あかいか,茨城,105,"60,642",578
36005,2022,あかいか,東京,16,"38,880","2,430"
36006,2022,あかいか,三重,10,"7,290",729
36007,2022,あかいか,大阪,32,"40,500","1,266"
36008,2022,あかいか,佐賀,202,"382,968","1,896"
36009,2022,あかいか,大分,4,"4,320","1,080"
36010,2022,やりいか,福島,"2,170","1,760,292",811
36011,2022,やりいか,三重,30,"10,800",360
36012,2022,その他いか,秋田,11,"23,393","2,127"
36013,2022,その他いか,茨城,3,"6,480","2,160"
36014,2022,その他いか,千葉,174,"45,360",261
36015,2022,その他いか,福岡,604,"1,174,079","1,944"
36016,2022,たこ,山形,204,"96,012",471
36017,2022,たこ,茨城,"8,097","19,173,181","2,368"
36018,2022,たこ,千葉,8,"13,932","1,742"
36019,2022,たこ,愛知,880,"2,023,056","2,299"
36020,2022,たこ,大阪,"17,053","43,600,832","2,557"
36021,2022,たこ,香川,3,"6,048","2,016"
36022,2022,あまえび,宮城,120,"79,316",661
36023,2022,あまえび,秋田,216,"427,680","1,980"
36024,2022,あまえび,福島,579,"3,838,428","6,629"
36025,2022,あまえび,愛知,"1,120","792,504",708
36026,2022,その他えび,宮城,1,"14,580","14,580"
36027,2022,その他えび,秋田,13,"79,510","6,116"
36028,2022,その他えび,茨城,"1,031","5,603,321","5,435"
36029,2022,その他えび,岐阜,"4,424","6,764,688","1,529"
36030,2022,その他えび,三重,270,"2,998,642","11,106"
36031,2022,その他えび,佐賀,50,"22,680",454
36032,2022,ずわいがに,秋田,488,"2,533,572","5,192"
